poll_id,numeric_grade,methodology,transparency_score,end_date,sample_size,pollster_name,state,pct,duration,num_trump
88068,2.5,Online Ad,5,2024-09-18,2980,SurveyUSA,Kansas,45.1,128,1344
88264,3.6,Online Ad,8,2024-07-16,2997,Christopher Newport University Wason Center for Civic Leadership,Arizona,36.7,178,1101
88927,3.7,Online Panel,7,2024-09-28,1872,University of California Berkeley Institute of Governmental Studies,Colorado,53.5,101,1001
88309,3,Online Panel,5,2024-10-30,797,The Washington Post/George Mason University Schar School of Policy and Government,Tennessee,51.9,162,414
88060,2.6,Online Ad,8,2024-08-15,2399,Remington Research Group,Mississippi,50.5,131,1212
88831,3.1,Online Panel,6,2024-09-22,2104,YouGov Blue,Kentucky,41.9,149,882
88580,3.5,Online Panel,9,2024-08-11,2752,Marist College,Tennessee,38.8,119,1068
88285,4,Online Panel,7,2024-09-16,2700,Beacon Research/Shaw & Company Research,Tennessee,50,130,1351
88107,4,Online Panel,5,2024-10-21,2108,SurveyUSA/High Point University Survey Research Center,New York,50.9,133,1074
88189,2.6,Mixed Voting,4,2024-10-14,2506,Beacon Research/Shaw & Company Research,Florida,35.9,148,901
88804,3.6,Online Panel,6,2024-09-14,2671,University of North Florida Public Opinion Research Lab,Nevada,52.6,95,1404
88452,3.4,Online Panel,8,2024-09-28,2566,The Washington Post/University of Maryland Center for Democracy and Civic Engagement,Wyoming,37.6,116,965
88929,3.2,Online Ad,10,2024-08-17,2379,Marquette University Law School,South Dakota,40.4,172,961
88021,3.9,Online Ad,8,2024-09-25,3399,The Washington Post/University of Maryland Center for Democracy and Civic Engagement,Ohio,42,113,1429
88096,3,Online Panel,10,2024-08-21,3248,SurveyUSA,California,38.6,120,1254
88664,2.5,Online Ad,8,2024-08-05,1876,Christopher Newport University Wason Center for Civic Leadership,Virginia,41.5,91,779
88560,4,Live Phone,8,2024-07-28,960,University of Massachusetts Lowell Center for Public Opinion/YouGov,Ohio,43.4,191,416
88610,3.2,Mixed Voting,4,2024-10-08,3353,The Washington Post/University of Maryland Center for Democracy and Civic Engagement,North Dakota,54.2,185,1817
88141,2.9,Online Panel,8,2024-10-01,2531,SurveyUSA,Pennsylvania,42.7,145,1080
88137,3.5,Mixed Voting,6,2024-07-31,2494,Roanoke College Institute for Policy and Opinion Research,Louisiana,43.6,96,1087
88325,2.6,Mixed Voting,10,2024-09-03,2681,Remington Research Group,Massachusetts,38.7,104,1037
88990,3.9,Online Panel,7,2024-09-22,1674,Selzer & Co.,Virginia,41.9,156,701
88732,3.7,Online Panel,10,2024-09-16,743,The Washington Post/George Mason University Schar School of Policy and Government,California,41.4,88,308
88960,2.5,Mixed Voting,5,2024-08-11,2122,MassINC Polling Group,Nevada,44.5,168,945
88077,3.8,Online Panel,7,2024-09-14,1362,Public Policy Institute of California,Nevada,41.3,170,563
88213,3.1,Live Phone,8,2024-08-14,959,MassINC Polling Group,Rhode Island,52,163,498
88979,3.2,Online Ad,9,2024-10-12,731,Mason-Dixon Polling & Strategy,New Hampshire,40.9,122,299
88550,3.2,Online Panel,6,2024-07-22,3214,SurveyUSA/High Point University Survey Research Center,Oklahoma,38.4,160,1235
88280,3.7,Mixed Voting,10,2024-08-30,302,Suffolk University,Alaska,45.8,89,138
88899,3,Mixed Voting,8,2024-09-20,988,The New York Times/Siena College,South Carolina,51.8,158,512
88793,3.7,Mixed Voting,4,2024-07-15,486,MassINC Polling Group,West Virginia,53.5,100,260
88342,3,Mixed Voting,7,2024-08-15,2001,University of Massachusetts Lowell Center for Public Opinion/YouGov,Wisconsin,41.8,188,837
88194,3.7,Live Phone,4,2024-07-15,1561,Winthrop University Center for Public Opinion & Policy Research,New York,40.7,97,635
88692,3.2,Mixed Voting,10,2024-09-13,1386,MassINC Polling Group,North Carolina,36,167,498
88632,3.4,Mixed Voting,6,2024-09-27,1595,University of New Hampshire Survey Center,West Virginia,37.1,161,591
88670,2.5,Online Panel,8,2024-09-25,690,Mason-Dixon Polling & Strategy,Nevada,44.5,157,307
88211,3.3,Mixed Voting,4,2024-08-20,799,Marist College,Florida,50.5,197,404
88841,2.9,Online Panel,6,2024-10-11,1361,East Carolina University Center for Survey Research,Kentucky,44.4,196,604
88429,3.6,Mixed Voting,8,2024-10-24,1567,Elon University,South Dakota,36,149,564
88803,3.9,Mixed Voting,8,2024-09-15,531,East Carolina University Center for Survey Research,New York,51,168,271
88085,3.6,Mixed Voting,6,2024-10-05,783,Data Orbital,Arizona,49.9,158,390
88311,3.4,Live Phone,9,2024-09-03,1166,The New York Times/Siena College,California,36.4,139,424
88533,3.2,Online Panel,6,2024-07-30,2530,YouGov Blue,Kansas,37.2,133,942
88275,2.8,Live Phone,7,2024-09-06,2019,Selzer & Co.,Maryland,42.8,90,864
88597,2.8,Online Panel,8,2024-08-13,428,Marquette University Law School,California,49.9,174,214
88120,2.8,Mixed Voting,7,2024-07-25,2433,Selzer & Co.,Louisiana,49,87,1192
88521,3.4,Online Ad,6,2024-08-31,1115,Remington Research Group,Oklahoma,47.2,184,527
88999,4,Mixed Voting,5,2024-08-12,2001,Christopher Newport University Wason Center for Civic Leadership,Alabama,48.6,132,973
88435,4,Online Ad,5,2024-10-21,2853,Marist College,West Virginia,49.5,192,1413
88065,3.5,Online Panel,10,2024-09-08,549,Public Policy Institute of California,Illinois,36.4,149,200
88802,3.5,Mixed Voting,7,2024-08-17,416,University of California Berkeley Institute of Governmental Studies,Colorado,53.5,186,222
88228,2.6,Online Ad,8,2024-08-02,3141,Public Policy Institute of California,Iowa,48.7,182,1529
88111,2.6,Mixed Voting,9,2024-08-05,1988,Data Orbital,Connecticut,36.5,153,727
88143,3.8,Live Phone,7,2024-10-29,1251,Quinnipiac University,Minnesota,45.7,107,571
88318,2.8,Online Ad,8,2024-08-10,2894,SurveyUSA,West Virginia,37.2,111,1077
88407,2.9,Online Ad,4,2024-09-22,2038,Public Policy Institute of California,Idaho,39.9,146,812
88825,3.5,Live Phone,7,2024-08-25,3273,AtlasIntel,Mississippi,46.4,96,1519
88418,3.1,Online Ad,8,2024-08-03,1567,Emerson College,Hawaii,54.5,172,853
88657,2.5,Online Ad,10,2024-09-19,1201,Marist College,Maine,45.6,163,548
88377,4,Mixed Voting,5,2024-09-14,1104,High Point University Survey Research Center,North Carolina,52.9,184,584
88013,2.7,Online Ad,4,2024-09-23,3250,University of California Berkeley Institute of Governmental Studies,Utah,51.7,91,1680
88533,2.6,Live Phone,6,2024-10-28,2768,Elon University,Vermont,50.2,96,1388
88914,2.6,Live Phone,4,2024-10-25,1678,SurveyUSA,Louisiana,36.4,110,611
88982,3.1,Live Phone,6,2024-08-29,2771,The Washington Post/University of Maryland Center for Democracy and Civic Engagement,Minnesota,39.9,170,1106
88748,2.9,Online Ad,7,2024-07-21,2888,Beacon Research/Shaw & Company Research,Kentucky,44.2,118,1275
88282,3.7,Mixed Voting,10,2024-08-21,1863,Selzer & Co.,Connecticut,45.3,179,844
88818,3.1,Online Ad,8,2024-08-18,1755,Muhlenberg College Institute of Public Opinion,Washington,38.6,194,677
88253,3.3,Online Ad,4,2024-09-18,3108,Selzer & Co.,Michigan,43.7,86,1359
88313,3.3,Online Panel,4,2024-08-07,1303,Marist College,Minnesota,37.4,141,487
88952,2.8,Online Ad,7,2024-09-05,2815,Mason-Dixon Polling & Strategy,Alabama,42.3,122,1191
88830,3.2,Online Ad,7,2024-08-09,2893,YouGov/Center for Working Class Politics,South Dakota,48.5,196,1404
88767,3.8,Mixed Voting,8,2024-10-31,2908,Roanoke College Institute for Policy and Opinion Research,Colorado,45.7,186,1329
88321,3.5,Online Ad,6,2024-08-26,1285,University of Massachusetts Lowell Center for Public Opinion/YouGov,Oregon,49.1,99,631
88279,3.8,Mixed Voting,5,2024-09-02,1188,Mason-Dixon Polling & Strategy,Missouri,39.4,85,468
88515,4,Online Ad,8,2024-09-02,1291,Emerson College,Maine,53.1,176,685
88366,2.6,Online Ad,8,2024-09-22,2544,CNN/SSRS,Maine,52.7,99,1341
88802,3.4,Live Phone,9,2024-10-28,926,Public Policy Institute of California,Florida,43.8,125,406
88667,3.6,Online Ad,8,2024-09-20,956,Elon University,South Dakota,38,173,363
88932,2.5,Online Ad,6,2024-09-09,792,MassINC Polling Group,Texas,46.5,110,369
88642,2.9,Online Ad,9,2024-08-11,1029,SurveyUSA/High Point University Survey Research Center,Utah,45.8,193,472
88326,3.4,Mixed Voting,9,2024-08-07,2577,The Washington Post/George Mason University Schar School of Policy and Government,Nebraska,53.1,99,1368
88082,3.6,Online Ad,10,2024-08-28,2612,The Washington Post/University of Maryland Center for Democracy and Civic Engagement,Mississippi,52.4,193,1368
88444,3.9,Online Panel,8,2024-10-04,2750,University of Massachusetts Lowell Center for Public Opinion/YouGov,Georgia,35.3,112,970
88914,3.7,Online Ad,5,2024-08-29,2965,High Point University Survey Research Center,Idaho,40.1,155,1188
88403,3.6,Live Phone,6,2024-07-19,3466,The Washington Post,Wyoming,54.3,111,1883
88801,2.5,Online Ad,4,2024-08-24,2692,High Point University Survey Research Center,South Dakota,35.2,178,949
88474,3.8,Online Panel,7,2024-08-07,3027,East Carolina University Center for Survey Research,Vermont,51.1,104,1546
88112,2.7,Live Phone,4,2024-08-21,1664,YouGov Blue,Massachusetts,35.9,103,598
88017,3.2,Online Ad,4,2024-08-16,2498,Selzer & Co.,Louisiana,43.5,91,1087
88209,3.1,Live Phone,4,2024-08-21,1334,Roanoke College Institute for Policy and Opinion Research,Virginia,51.9,198,693
88668,3.8,Online Ad,4,2024-07-17,838,Elon University,Texas,44.4,155,372
88010,2.8,Online Ad,7,2024-09-20,3471,Remington Research Group,North Dakota,40.7,194,1412
88571,2.9,Live Phone,6,2024-09-26,1970,University of North Florida Public Opinion Research Lab,Wyoming,46.6,195,918
88021,3.9,Mixed Voting,10,2024-09-28,2582,Mason-Dixon Polling & Strategy,Oregon,36.2,86,935
88482,3,Online Panel,4,2024-08-05,3386,SurveyUSA/High Point University Survey Research Center,Michigan,54,89,1828
88190,2.6,Online Ad,7,2024-09-19,2719,University of North Florida Public Opinion Research Lab,New Mexico,53.2,145,1446
88990,3.7,Online Panel,5,2024-07-20,2650,High Point University Survey Research Center,South Dakota,47.4,162,1256
88523,3.5,Mixed Voting,8,2024-08-12,2135,SurveyUSA/High Point University Survey Research Center,New York,51.3,126,1095
88884,3.8,Live Phone,6,2024-08-16,1925,Christopher Newport University Wason Center for Civic Leadership,West Virginia,49.5,170,953
88427,3.9,Online Ad,4,2024-10-19,420,East Carolina University Center for Survey Research,Pennsylvania,46.2,133,194
88152,2.9,Online Ad,7,2024-08-23,1543,Remington Research Group,Ohio,37.7,108,582
88728,2.8,Live Phone,9,2024-09-11,1978,The Washington Post/George Mason University Schar School of Policy and Government,Arizona,48.7,89,963
88879,3.3,Mixed Voting,6,2024-08-11,3151,The Washington Post/George Mason University Schar School of Policy and Government,Idaho,52.8,195,1665
88167,2.7,Online Panel,5,2024-07-30,3306,The Washington Post,Indiana,47.3,168,1563
88248,2.9,Mixed Voting,5,2024-10-27,425,Christopher Newport University Wason Center for Civic Leadership,Rhode Island,46.7,197,199
88424,3.1,Online Panel,8,2024-09-30,3312,The New York Times/Siena College,Virginia,45.2,167,1495
88489,2.5,Live Phone,7,2024-09-10,1487,Public Policy Institute of California,Washington,46.2,168,687
88022,3.2,Live Phone,10,2024-08-01,1049,Remington Research Group,New Mexico,39.1,146,410
88266,3.7,Online Panel,6,2024-09-28,1765,MassINC Polling Group,New Hampshire,37.6,114,664
88289,2.6,Online Panel,8,2024-10-10,2605,The Washington Post/George Mason University Schar School of Policy and Government,Connecticut,37.1,188,967
88896,3.3,Live Phone,7,2024-07-21,680,Christopher Newport University Wason Center for Civic Leadership,Alabama,54.4,177,370
88753,3.6,Online Panel,10,2024-08-18,922,Suffolk University,Maine,52.9,164,488
88722,4,Online Ad,10,2024-10-16,3472,University of Massachusetts Lowell Center for Public Opinion/YouGov,Vermont,47,92,1630
88905,3.9,Live Phone,5,2024-08-16,2414,Emerson College,Pennsylvania,37.3,108,899
88707,2.6,Mixed Voting,10,2024-09-27,2487,The New York Times/Siena College,Louisiana,49.2,141,1224
88761,4,Online Ad,5,2024-09-12,401,East Carolina University Center for Survey Research,Kansas,36.8,184,147
88817,2.7,Live Phone,7,2024-10-17,2000,Christopher Newport University Wason Center for Civic Leadership,Wyoming,41.5,148,829
88458,3.5,Mixed Voting,6,2024-08-16,2202,Data Orbital,Iowa,53.5,195,1179
88417,3.9,Mixed Voting,4,2024-10-27,2184,Beacon Research/Shaw & Company Research,Kentucky,35.3,94,771
88936,3.9,Live Phone,5,2024-07-19,2180,University of New Hampshire Survey Center,Maine,46.2,86,1008
88522,3.4,Live Phone,4,2024-08-04,3180,Public Policy Institute of California,New York,35.7,167,1136
88707,3.7,Online Ad,5,2024-08-31,1120,East Carolina University Center for Survey Research,South Dakota,48.6,157,544
88790,3.3,Online Panel,9,2024-08-20,3370,High Point University Survey Research Center,Utah,45,126,1516
88092,3.3,Live Phone,7,2024-10-01,3206,Selzer & Co.,Tennessee,52.1,157,1671
88611,3.3,Online Ad,5,2024-10-16,731,Emerson College,Montana,35.8,196,262
88212,2.8,Online Panel,8,2024-08-28,3139,University of North Florida Public Opinion Research Lab,New Hampshire,49.7,96,1561
88646,3.1,Online Panel,6,2024-10-08,1900,MassINC Polling Group,Oregon,55,103,1045
88786,2.7,Live Phone,7,2024-10-14,313,YouGov Blue,South Dakota,41.1,137,129
88998,3.7,Online Panel,4,2024-10-02,1453,University of California Berkeley Institute of Governmental Studies,South Dakota,51,110,741
88415,2.9,Mixed Voting,9,2024-07-23,2848,AtlasIntel,Delaware,50.4,150,1436
88723,2.5,Online Panel,5,2024-09-30,2808,YouGov/Center for Working Class Politics,District of Columbia,41,155,1151
88132,3.7,Live Phone,6,2024-10-07,3056,YouGov Blue,Pennsylvania,46.4,136,1417
88351,3.5,Online Panel,7,2024-09-02,1552,Beacon Research/Shaw & Company Research,Montana,49.6,198,770
88718,3.5,Online Ad,6,2024-07-21,1573,Marquette University Law School,Alabama,52.7,120,830
88611,3,Mixed Voting,4,2024-08-12,3006,Remington Research Group,Delaware,42.9,121,1291
88567,3.8,Mixed Voting,4,2024-10-14,1243,Suffolk University,Maine,49.7,165,617
88515,3.2,Live Phone,9,2024-08-13,728,East Carolina University Center for Survey Research,New Hampshire,40.1,187,292
88768,2.9,Live Phone,10,2024-10-01,1873,High Point University Survey Research Center,Colorado,51.7,113,967
88035,3.9,Mixed Voting,7,2024-09-30,2936,Public Policy Institute of California,Ohio,43.9,92,1288
88086,2.7,Live Phone,8,2024-10-01,2659,AtlasIntel,Tennessee,47.8,117,1272
88553,3.5,Online Ad,8,2024-09-13,2575,East Carolina University Center for Survey Research,North Dakota,53.1,152,1368
88341,3.9,Online Ad,4,2024-09-20,2788,Public Policy Institute of California,Colorado,36.2,93,1008
88058,2.8,Mixed Voting,6,2024-09-12,1439,Marquette University Law School,Delaware,46.3,108,666
88419,2.7,Online Ad,8,2024-10-11,3100,Elon University,Delaware,50.4,152,1563
88877,2.7,Live Phone,6,2024-07-23,781,Muhlenberg College Institute of Public Opinion,Pennsylvania,35.6,173,278
88789,3.5,Live Phone,10,2024-08-22,1651,Marquette University Law School,District of Columbia,46.9,126,775
88080,2.9,Live Phone,8,2024-08-22,2033,High Point University Survey Research Center,Indiana,48.3,180,982
88210,3.2,Mixed Voting,7,2024-08-20,3096,Christopher Newport University Wason Center for Civic Leadership,New York,44.5,200,1379
88840,2.5,Online Ad,8,2024-10-28,1570,East Carolina University Center for Survey Research,New Hampshire,37.8,154,593
88142,3.2,Live Phone,6,2024-08-31,1609,East Carolina University Center for Survey Research,Minnesota,51.5,97,829
88582,3.1,Mixed Voting,7,2024-08-25,1631,Siena College,Iowa,41.1,149,670
88691,4,Online Panel,4,2024-09-23,572,Marist College,South Dakota,35.7,96,204
88760,3.9,Online Panel,4,2024-09-26,2506,Siena College,Ohio,46,167,1152
88323,3.8,Mixed Voting,9,2024-08-08,2570,AtlasIntel,Florida,52.7,108,1355
88290,3.7,Online Panel,6,2024-10-13,3124,Suffolk University,West Virginia,40.9,92,1278
88046,4,Mixed Voting,7,2024-09-20,2569,Mason-Dixon Polling & Strategy,Massachusetts,44.4,92,1140
88663,3.7,Live Phone,10,2024-07-21,1019,The New York Times/Siena College,Oklahoma,36.3,89,370
88818,3.2,Online Panel,5,2024-09-22,2681,Emerson College,Michigan,51.9,155,1391
88981,3,Online Ad,6,2024-07-22,2769,Remington Research Group,Iowa,41.5,99,1149
88470,3.2,Online Panel,4,2024-08-28,2059,YouGov Blue,Pennsylvania,42,105,865
88381,3.5,Live Phone,10,2024-10-17,2348,YouGov,Vermont,46.6,155,1093
88819,3.9,Live Phone,9,2024-10-08,369,Data Orbital,Delaware,40.1,170,148
88935,2.6,Live Phone,8,2024-09-19,685,The Washington Post/University of Maryland Center for Democracy and Civic Engagement,Connecticut,49.7,177,340
88928,2.7,Live Phone,10,2024-08-18,684,The Washington Post/George Mason University Schar School of Policy and Government,North Carolina,52.6,185,360
88200,3.7,Live Phone,9,2024-10-30,1041,YouGov Blue,New York,45.4,144,472
88282,3.1,Online Panel,8,2024-08-19,2408,East Carolina University Center for Survey Research,West Virginia,37,177,890
88901,3.9,Online Panel,8,2024-07-17,3111,Public Policy Institute of California,Nevada,46.6,110,1449
88176,3.7,Mixed Voting,9,2024-09-24,1009,The Washington Post,Wisconsin,44.6,91,450
88261,3.7,Online Panel,6,2024-08-19,469,Marist College,California,50.9,154,239
88760,3.4,Live Phone,7,2024-08-18,1474,University of North Florida Public Opinion Research Lab,Wyoming,35.9,170,529
88877,3.4,Mixed Voting,5,2024-07-21,409,Remington Research Group,Connecticut,47.7,89,195
88054,3.1,Live Phone,7,2024-07-31,1607,AtlasIntel,Utah,44.7,148,719
88221,3.9,Online Panel,4,2024-09-25,1965,YouGov Blue,Wyoming,39.5,94,776
88689,3,Mixed Voting,4,2024-09-23,744,High Point University Survey Research Center,Texas,38.3,117,285
88709,4,Online Panel,6,2024-10-22,619,SurveyUSA,Nebraska,45.1,103,279
88342,3.1,Live Phone,10,2024-08-24,2457,YouGov Blue,California,35.3,133,868
88840,3.7,Online Panel,8,2024-10-07,308,Beacon Research/Shaw & Company Research,California,46.6,92,143
88618,3.2,Mixed Voting,5,2024-08-12,1023,AtlasIntel,Washington,52.8,134,541
88488,3.5,Live Phone,8,2024-07-22,2274,Public Policy Institute of California,Tennessee,39.2,166,891
88005,3,Online Panel,8,2024-09-24,3192,The New York Times/Siena College,Maine,36.2,115,1155
88988,3.4,Mixed Voting,5,2024-09-07,511,High Point University Survey Research Center,Virginia,40.6,186,208
88218,2.6,Mixed Voting,10,2024-09-30,3465,University of Massachusetts Lowell Center for Public Opinion/YouGov,Wyoming,50.1,124,1737
88744,2.5,Online Ad,4,2024-08-25,1250,Selzer & Co.,Idaho,46.7,122,583
88723,2.5,Mixed Voting,4,2024-09-28,2131,YouGov/Center for Working Class Politics,Oklahoma,46.5,140,991
88624,2.9,Online Ad,4,2024-08-05,714,University of California Berkeley Institute of Governmental Studies,Kentucky,38.7,148,276
88612,3.5,Online Ad,10,2024-07-23,460,CNN/SSRS,Florida,54.9,113,253
88466,2.9,Mixed Voting,4,2024-10-23,2758,Marist College,Minnesota,42.4,170,1171
88168,2.6,Online Panel,10,2024-07-17,2773,Winthrop University Center for Public Opinion & Policy Research,Florida,41.7,155,1156
88578,2.8,Live Phone,8,2024-08-16,1486,AtlasIntel,South Dakota,51.1,138,759
88272,3.1,Online Ad,9,2024-08-29,1359,Quinnipiac University,Wyoming,49,141,665
88051,2.6,Mixed Voting,8,2024-09-19,954,Remington Research Group,Arkansas,54.6,130,521
88992,3.9,Online Panel,7,2024-09-20,698,Mason-Dixon Polling & Strategy,Virginia,41.2,91,287
88069,3.6,Live Phone,9,2024-08-24,3176,YouGov,Washington,45.7,116,1450
88722,2.9,Mixed Voting,7,2024-08-09,518,Selzer & Co.,Rhode Island,51.3,162,266
88710,3.5,Mixed Voting,7,2024-08-21,505,YouGov,Indiana,48.8,157,246
88218,2.7,Mixed Voting,6,2024-10-01,1793,Roanoke College Institute for Policy and Opinion Research,Nebraska,52,189,932
88812,2.8,Online Ad,5,2024-07-21,1243,YouGov/Center for Working Class Politics,Missouri,50.7,155,630
88083,3,Live Phone,9,2024-08-08,2351,Muhlenberg College Institute of Public Opinion,Maryland,46.6,92,1096
88451,3.4,Online Panel,9,2024-07-28,2760,Public Policy Institute of California,Kansas,38.4,104,1059
88334,3.3,Online Ad,4,2024-08-01,1615,Marquette University Law School,Wyoming,40.5,144,653
88478,3.4,Online Panel,10,2024-10-06,2703,Marquette University Law School,Georgia,45.7,143,1237
88064,3.2,Online Ad,7,2024-09-08,3241,Suffolk University,Delaware,44,136,1426
88565,3.6,Online Ad,4,2024-08-26,1083,Roanoke College Institute for Policy and Opinion Research,South Carolina,42.3,200,458
88217,2.8,Online Ad,6,2024-08-26,2629,High Point University Survey Research Center,Alaska,42.1,199,1106
88710,2.6,Online Ad,7,2024-07-18,1090,YouGov,Alabama,50.6,155,552
88647,3.1,Online Ad,5,2024-08-18,2411,University of Massachusetts Lowell Center for Public Opinion/YouGov,Colorado,50.7,174,1222
88042,2.5,Live Phone,6,2024-09-24,2826,Emerson College,Texas,54.6,92,1542
88404,3.9,Online Ad,5,2024-09-26,841,YouGov/Center for Working Class Politics,South Dakota,41.8,147,351
88558,2.6,Mixed Voting,4,2024-10-31,937,High Point University Survey Research Center,Kansas,40.3,161,378
88334,4,Live Phone,7,2024-10-01,1429,The Washington Post/University of Maryland Center for Democracy and Civic Engagement,Washington,42.4,172,606
88816,2.5,Mixed Voting,5,2024-07-19,2459,SurveyUSA/High Point University Survey Research Center,Montana,43.4,85,1067
88758,3.3,Online Panel,4,2024-09-08,2399,Data Orbital,Mississippi,44.2,157,1061
88049,2.9,Online Panel,7,2024-09-07,1743,Beacon Research/Shaw & Company Research,Delaware,53.9,197,940
88656,2.9,Mixed Voting,5,2024-08-25,1206,The Washington Post,Alabama,38.6,134,465
88878,3.2,Mixed Voting,10,2024-09-24,3247,SurveyUSA/High Point University Survey Research Center,Arizona,52.1,95,1692
88761,3.4,Live Phone,10,2024-08-21,3160,Emerson College,Oklahoma,39,165,1231
88016,3.3,Live Phone,6,2024-08-20,348,Siena College,National,42.8,161,149
88470,3.1,Online Ad,8,2024-10-10,1007,The New York Times/Siena College,Arizona,41.9,172,422
88146,2.9,Online Ad,7,2024-08-26,2602,Selzer & Co.,California,48.1,171,1251
88709,3.9,Online Ad,8,2024-10-12,590,The New York Times/Siena College,Washington,49.2,154,290
88587,2.7,Live Phone,9,2024-07-20,3315,Marquette University Law School,Alaska,47,177,1559
88741,2.9,Online Ad,9,2024-07-25,1228,Data Orbital,New York,54.8,192,672
88382,2.6,Online Ad,6,2024-10-16,1457,Data Orbital,Maryland,54.9,130,800
88388,3.4,Mixed Voting,6,2024-08-30,3102,Quinnipiac University,Georgia,52.6,177,1632
88026,3,Live Phone,5,2024-07-24,2379,Elon University,Hawaii,44.8,141,1066
88774,4,Online Panel,9,2024-08-10,1829,Siena College,Iowa,48.4,165,886
88108,2.8,Live Phone,8,2024-09-17,1235,The Washington Post,South Carolina,51.3,158,633
88572,4,Online Panel,8,2024-10-02,360,University of California Berkeley Institute of Governmental Studies,Arkansas,50.4,103,181
88207,3.4,Live Phone,9,2024-08-26,1809,Quinnipiac University,Tennessee,45.9,173,831
88441,3.9,Online Panel,4,2024-08-22,447,Mason-Dixon Polling & Strategy,Michigan,53.2,198,238
88121,2.9,Online Panel,6,2024-08-06,1819,Marquette University Law School,California,45,177,819
88407,3.8,Online Panel,7,2024-09-13,2018,Public Policy Institute of California,Louisiana,50.9,157,1027
88275,3.7,Online Ad,6,2024-09-19,1952,Selzer & Co.,New York,35.4,191,691
88368,3.3,Online Panel,4,2024-09-16,1695,High Point University Survey Research Center,Virginia,50.4,171,855
88217,3.8,Live Phone,9,2024-09-15,2042,SurveyUSA,Iowa,47.9,90,978
88862,3.9,Mixed Voting,6,2024-09-13,2801,Suffolk University,Minnesota,45.4,122,1271
88702,2.8,Mixed Voting,4,2024-07-19,1170,The Washington Post/University of Maryland Center for Democracy and Civic Engagement,New Jersey,41.4,150,485
88279,2.7,Online Ad,9,2024-10-30,3151,Muhlenberg College Institute of Public Opinion,Colorado,49.7,169,1567
88142,4,Online Panel,8,2024-10-27,2884,Siena College,Mississippi,41.9,182,1208
88458,3.4,Online Ad,4,2024-09-10,3089,University of New Hampshire Survey Center,Wisconsin,44.5,125,1374
88744,2.7,Online Ad,10,2024-08-19,324,The New York Times/Siena College,National,40.9,196,132
88188,3.3,Live Phone,5,2024-10-02,1023,High Point University Survey Research Center,Ohio,45.7,101,468
88338,3.5,Online Panel,6,2024-10-12,3023,SurveyUSA,Alaska,48.9,199,1480
88127,3.1,Mixed Voting,7,2024-09-30,1454,MassINC Polling Group,Utah,38.8,88,564
88257,3.7,Live Phone,9,2024-10-11,2192,Siena College,Kentucky,38.5,93,844
88004,3.8,Mixed Voting,5,2024-08-19,868,University of Massachusetts Lowell Center for Public Opinion/YouGov,Texas,54.9,102,476
88106,2.5,Live Phone,10,2024-07-31,306,The New York Times/Siena College,Nebraska,46.7,114,143
88266,2.7,Mixed Voting,9,2024-10-29,2608,The Washington Post/University of Maryland Center for Democracy and Civic Engagement,Washington,35.1,183,916
88108,3.2,Mixed Voting,4,2024-09-02,3437,Marist College,Maine,40.5,140,1391
88065,3.7,Online Panel,6,2024-09-05,2121,YouGov,Delaware,41.9,140,888
88033,3.2,Online Ad,9,2024-09-17,2860,University of Massachusetts Lowell Center for Public Opinion/YouGov,Ohio,48.8,134,1397
88430,3.5,Online Panel,10,2024-09-06,2093,MassINC Polling Group,North Dakota,50.2,192,1051
88662,3.5,Online Ad,7,2024-09-04,1910,University of California Berkeley Institute of Governmental Studies,Rhode Island,41.9,160,800
88535,2.6,Online Ad,8,2024-08-31,2637,Marquette University Law School,Maryland,51.2,184,1350
88546,2.8,Online Ad,9,2024-08-18,2588,Data Orbital,Hawaii,37,145,957
88525,3,Mixed Voting,4,2024-07-24,472,SurveyUSA/High Point University Survey Research Center,Kansas,52.5,195,248
88274,3.5,Live Phone,5,2024-08-20,643,The Washington Post/University of Maryland Center for Democracy and Civic Engagement,Montana,51.2,144,329
88057,2.5,Online Ad,6,2024-09-06,2222,Elon University,District of Columbia,46.8,169,1041
88370,2.8,Online Panel,5,2024-09-10,1564,The Washington Post/George Mason University Schar School of Policy and Government,District of Columbia,48.1,165,753
88318,3.3,Online Ad,5,2024-09-24,522,University of California Berkeley Institute of Governmental Studies,Mississippi,43.6,200,227
88697,3.5,Mixed Voting,9,2024-09-28,3323,Siena College,Arkansas,45.5,186,1514
88844,2.6,Mixed Voting,6,2024-10-25,1177,SurveyUSA/High Point University Survey Research Center,Florida,38.8,199,457
88433,4,Mixed Voting,6,2024-09-03,1014,The New York Times/Siena College,Alaska,39.5,157,401
88141,2.8,Mixed Voting,10,2024-10-08,1947,Beacon Research/Shaw & Company Research,Texas,51.2,190,997
88592,2.9,Online Ad,9,2024-10-04,1132,CNN/SSRS,Nebraska,46.6,139,528
88456,3.1,Mixed Voting,9,2024-10-10,1185,Roanoke College Institute for Policy and Opinion Research,Michigan,39.9,101,473
88884,2.7,Live Phone,8,2024-07-17,2526,University of Massachusetts Lowell Center for Public Opinion/YouGov,New Jersey,42.7,125,1080
88958,3.8,Online Panel,8,2024-08-22,703,YouGov Blue,South Carolina,36.2,178,255
88600,2.9,Online Panel,6,2024-08-10,388,YouGov,Ohio,53.8,157,209
88238,3,Online Ad,9,2024-09-11,1738,SurveyUSA,Virginia,53,169,921
